doc_name,date,auteur,titre,gender,subgenre,canon_roman,canon_auteur,bac,brevet,lm,sup,prix,gf,pleiade,gouv
1847_Sand-George_Le-peche-de-M-Antoine,1847,george sand,le peche de m antoine,female,,non_canon,canon,0,0,1,0,0,0,1,0
1901_Lesueur-Daniel_L-honneur-d-une-femme,1901,daniel lesueur,l honneur d une femme,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1844_Gay-Sophie_Ellenore_Volume-I,1844,sophie gay,ellenore,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1884_Chavette-Eugene_Le-saucisson-a-pattes_II-Le-plan-de-Cardeuc,1884,eugene chavette,le saucisson a pattes,male,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1960_Delly_Le-sceau-de-Satan,1960,delly,le sceau de satan,female,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
2013_Jourde-Pierre_La-premiere-pierre,2013,pierre jourde,la premiere pierre,male,mémoires et autobiographie,non_canon,non_canon,0,0,0,0,0,0,0,0
1931_Simenon-Georges_La-nuit-du-carrefour,1931,georges simenon,la nuit du carrefour,male,policier,non_canon,canon,0,0,1,0,0,0,1,0
1917_Leroux-Gaston_L-homme-qui-revient-de-loin,1917,gaston leroux,l homme qui revient de loin,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1876_Aimard-Gustave_L-Olonnais,1876,gustave aimard,l olonnais,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1929_Colette_La-Seconde,1929,colette,la seconde,female,,non_canon,canon,0,0,1,0,0,0,1,0
1861_Gondrecourt-Aristide-de_Le-Pays-de-la-peur_Tome-1,1861,aristide de gondrecourt,le pays de la peur,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1876_Lermina-Jules_Les-Loups-de-Paris_Tome-I-Le-Club-des-morts,1876,jules lermina,les loups de paris,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1899_Adam-Paul_La-Force,1899,paul adam,la force,male,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1860_Vars-Emilie-de_Une-deception,1860,emilie de vars,une deception,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1847_Sainte-Marie-Mme-de-Plagniol_Les-Bonnes-eleves,1847,marie mme de plagniol sainte,les bonnes eleves,female,épistolaire,non_canon,non_canon,0,0,0,0,0,0,0,0
1876_Husson-Mme-de_La-Fille-du-rabbin,1876,mme de husson,la fille du rabbin,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1879_Berthet-Elie_Les-Cagnards-de-l-Hotel-Dieu-de-Paris,1879,elie berthet,les cagnards de l hotel dieu de paris,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1894_Lesueur-Daniel_Haine-d-amour,1894,daniel lesueur,haine d amour,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1876_Sand-George_Horace,1876,george sand,horace,female,,canon,canon,1,0,1,1,0,0,1,0
1876_Escoffier-Henri_Les-femmes-fatales,1876,henri escoffier,les femmes fatales,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
2005_Musso-Guillaume_Sauve-moi,2005,guillaume musso,sauve moi,male,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
1903_Loti-Pierre_L-Inde-(sans-les-Anglais),1903,pierre loti,l inde (sans les anglais),male,récit de voyage,non_canon,canon,0,0,1,0,0,0,0,0
2015_Despentes-Virginie_Vernon-Subutex_T1,2015,virginie despentes,vernon subutex,female,cycles et séries,non_canon,canon,0,0,0,0,0,0,0,0
1909_Dhanys-Marcel_La-fille-de-Racine,1909,marcel dhanys,la fille de racine,female,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1892_Schwob-Marcel_Le-roi-au-masque-d-or,1892,marcel schwob,le roi au masque d or,male,fantastique,non_canon,canon,0,0,0,0,0,0,0,0
1832_Mere-Elisabeth-Brossin-de_Le-Parc-aux-Cerfs-ou-Histoire-secrete-des-jeunes-demoiselles-qui-y-ont-ete-renfermees_(tome-4),1832,elisabeth brossin de mere,le parc aux cerfs ou histoire secrete des jeunes demoiselles qui y ont ete renfermees,female,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1865_Chevalier-H-Emile_L-enfer-et-le-paradis-de-l-autre-monde,1865,h emile chevalier,l enfer et le paradis de l autre monde,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1926_Montherlant-Henry-de_Les-bestiaires,1926,henry de montherlant,les bestiaires,male,,non_canon,canon,0,0,1,0,0,0,1,0
1882_Stapleaux-Leopold_L-Affaire-du-chateau-de-Clamelle,1882,leopold stapleaux,l affaire du chateau de clamelle,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1984_Kundera-Milan_L-insoutenable-legerete-de-l-etre,1984,milan kundera,l insoutenable legerete de l etre,male,,non_canon,canon,0,0,0,0,0,0,1,0
1913_Delly_Entre-deux-ames,1913,delly,entre deux ames,female,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
2003_Modiano-Patrick_Accident-nocturne,2003,patrick modiano,accident nocturne,male,mémoires et autobiographie,non_canon,canon,0,0,0,0,0,0,0,0
1832_Karr-Alphonse_Sous-les-tilleuls,1832,alphonse karr,sous les tilleuls,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
2011_Lemaitre-Pierre_Alex,2011,pierre lemaitre,alex,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1882_Scholl-Aurelien_Memoires-du-trottoir,1882,aurelien scholl,memoires du trottoir,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1994_Beigbeder-Frederic_Marc-Marronnier_Tome-2-Vacances-dans-le-coma,1994,frederic beigbeder,marc marronnier,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1892_Mendes-Catulle_Luscignole,1892,catulle mendes,luscignole,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1960_Pagnol-Marcel_Le-Temps-des-Secrets,1960,marcel pagnol,le temps des secrets,male,littérature jeunesse,canon,canon,0,1,1,0,0,0,0,0
2001_Musso-Guillaume_Skidamarink,2001,guillaume musso,skidamarink,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1896_Verne-Jules_Clovis-Dardentor,1896,jules verne,clovis dardentor,male,roman d'aventures,non_canon,canon,0,0,0,0,0,0,1,0
1883_Ferry-Gabriel_Le-crime-du-bois-des-hogues,1883,gabriel ferry,le crime du bois des hogues,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1938_Nizan-Paul_La-Conspiration,1938,paul nizan,la conspiration,male,,canon,canon,0,0,0,0,1,0,0,0
1895_Allais-Alphonse_Deux-et-deux-font-cinq,1895,alphonse allais,deux et deux font cinq,male,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
1883_Greville-Henry_Le-voeu-de-Nadia,1883,henry greville,le voeu de nadia,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1913_Alain-Fournier_Le-grand-Meaulnes,1913,fournier alain,le grand meaulnes,male,,canon,canon,1,0,0,0,0,1,0,0
1863_Erckmann-Chatrian_Madame-Therese,1863,chatrian erckmann,madame therese,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1883_Greville-Henry_Une-trahison,1883,henry greville,une trahison,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
2011_Jenni-Alexis_L-art-francais-de-la-guerre,2011,alexis jenni,l art francais de la guerre,male,roman historique,canon,non_canon,0,0,0,0,1,0,0,0
1850_Feval-Paul_Les-Belles-de-nuit-ou-Les-Anges-de-la-famille_Tome-I,1850,paul feval,les belles de nuit ou les anges de la famille,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1857_Feval-Paul_Le-Bossu,1857,paul feval,le bossu,male,roman d'aventures,canon,non_canon,0,0,0,0,0,1,0,0
1859_Segur-comtesse-de_Les-Vacances,1859,comtesse de segur,les vacances,female,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
1895_Loti-Pierre_Jerusalem,1895,pierre loti,jerusalem,male,récit de voyage,non_canon,canon,0,0,1,0,0,0,0,0
1836_Igonette-T._Le-Valmont-de-la-jeunesse_ou-le-Triomphe-des-vertus-sur-les-egarements-de-la-raison-mis-a-la-portee-des-jeunes-gens-des-deux-sexes__tome-2),1836,t. igonette,le valmont de la jeunesse,,épistolaire,non_canon,non_canon,0,0,0,0,0,0,0,0
1888_Beaugrand-Honore_Jeanne-la-fileuse,1888,honore beaugrand,jeanne la fileuse,male,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1867_Privat-Esprit_Les-Idoles-du-jour,1867,esprit privat,les idoles du jour,male,épistolaire,non_canon,non_canon,0,0,0,0,0,0,0,0
1896_Boylesve-Rene_Le-Medecin-des-Dames-de-Neans,1896,rene boylesve,le medecin des dames de neans,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1936_Celine-Louis-Ferdinand_Mort-a-credit,1936,louis ferdinand celine,mort a credit,male,mémoires et autobiographie,non_canon,canon,0,0,1,0,0,0,1,0
2013_Dabos-Christelle_La-Passe-miroir_1-Les-Fiances-de-l-hiver,2013,christelle dabos,la passe miroir,female,fantastique,non_canon,non_canon,0,0,0,0,0,0,0,0
1954_Simonin-Albert_Le-cave-se-rebiffe,1954,albert simonin,le cave se rebiffe,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1951_Gracq-Julien_Le-rivage-des-Syrtes,1951,julien gracq,le rivage des syrtes,male,,canon,canon,1,0,1,0,1,0,1,0
1932_Mauriac-François_Le-Noeud-de-viperes,1932,françois mauriac,le noeud de viperes,male,,non_canon,canon,0,0,0,0,0,0,0,0
1865_Ponson-du-Terrail-Pierre-Alexis-de_Le-Castel-du-Diable,1865,du terrail pierre alexis de ponson,le castel du diable,male,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1947_Renard-Maurice_Le-Maitre-de-la-lumiere,1947,maurice renard,le maitre de la lumiere,male,fantastique,non_canon,non_canon,0,0,0,0,0,0,0,0
1933_Leblanc-Maurice_Victor-de-la-Brigade-mondaine,1933,maurice leblanc,victor de la brigade mondaine,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1911_Farrere-Claude_La-maison-des-hommes-vivants,1911,claude farrere,la maison des hommes vivants,male,fantastique,non_canon,non_canon,0,0,0,0,0,0,0,0
1846_Balzac-Honore-de_Un-prince-de-la-Boheme,1846,honore de balzac,un prince de la boheme,male,cycles et séries,non_canon,canon,0,0,1,0,0,0,1,0
1927_Bourget-Paul_Nos-actes-nous-suivent_tome-2,1927,paul bourget,nos actes nous suivent,male,,non_canon,canon,0,0,1,0,0,0,0,0
1910_Leblanc-Maurice_813,1910,maurice leblanc,813,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1918_Gustave-Le-Rouge-de-Brisay-Henri_L-Heroine-du-Colorado,1918,le rouge de brisay henri gustave,l heroine du colorado,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1881_Vignon-Claude_Une-femme-romanesque-Adrien-Malaret-L-Exemple,1881,claude vignon,une femme romanesque adrien malaret l exemple,female,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
1971_Veuzit-Max-du_Rien-qu'une-nuit,1971,max du veuzit,rien qu'une nuit,female,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
1956_San-Antonio_a-tu-et-a-toi,1956,antonio san,a tu et a toi,male,érotisme,non_canon,non_canon,0,0,0,0,0,0,0,0
1893_Lesueur-Daniel_Justice-de-femme,1893,daniel lesueur,justice de femme,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1921_Leroux-Gaston_Fatalitas-,1921,gaston leroux,fatalitas ,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1859_Dumas-Alexandre_Les-Louves-de-Machecoul,1859,alexandre dumas,les louves de machecoul,male,roman d'aventures,non_canon,canon,0,0,0,0,0,0,1,0
1984_Michon-Pierre_Vies-Minuscules,1984,pierre michon,vies minuscules,male,biographie,non_canon,canon,0,0,0,0,0,0,0,0
1880_Stapleaux-Leopold_Le-pendu-de-la-Foret-Noire,1880,leopold stapleaux,le pendu de la foret noire,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1956_Simenon-Georges_Un-echec-de-Maigret,1956,georges simenon,un echec de maigret,male,policier,non_canon,canon,0,0,1,0,0,0,1,0
1995_Gailly-Christian_Be-Bop,1995,christian gailly,be bop,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1908_Savine-Albert_L-Assassinat-de-la-Duchesse-de-Praslin,1908,albert savine,l assassinat de la duchesse de praslin,male,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1876_Sarcey-Francisque_Etienne-Moret,1876,francisque sarcey,etienne moret,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1890_Loti-Pierre_Le-roman-d-un-enfant,1890,pierre loti,le roman d un enfant,male,mémoires et autobiographie,canon,canon,0,1,1,0,0,0,0,0
1912_Courteline-Georges_Les-Linottes,1912,georges courteline,les linottes,male,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
1885_Greville-Henry_Le-mors-aux-dents,1885,henry greville,le mors aux dents,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1892_Rodenbach-Georges_Bruges-la-Morte,1892,georges rodenbach,bruges la morte,male,,canon,canon,0,0,0,0,0,1,0,0
1901_Soboleska-Mme_Les-Bonnes-idees-de-Mlle-Rose_Les-Enfants-au-ballon-elastique,1901,mme soboleska,les bonnes idees de mlle rose,female,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
1874_Zola-Emile_La-conquete-de-Plassans,1874,emile zola,la conquete de plassans,male,cycles et séries,canon,canon,0,0,1,1,0,1,1,0
1922_Bordeaux-Henry_Le-fantome-de-la-rue-Michel-Ange,1922,henry bordeaux,le fantome de la rue michel ange,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1883_Greville-Henry_Louis-Breuil-histoire-d-un-pantouflard,1883,henry greville,louis breuil histoire d un pantouflard,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1905_Le-Roy-Eugene_Le-moulin-du-Frau,1905,roy eugene le,le moulin du frau,male,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1876_Peregrine-D._La-Fille-aux-serpents-souvenir-des-Antilles,1876,d. peregrine,la fille aux serpents souvenir des antilles,,,non_canon,non_canon,0,0,0,0,0,0,0,0
1873_Daudet-Alphonse_Le-Cabecilla,1873,alphonse daudet,le cabecilla,male,nouvelles,non_canon,canon,0,0,1,0,0,0,1,0
1944_Simenon-Georges_Signe-Picpus,1944,georges simenon,signe picpus,male,policier,non_canon,canon,0,0,1,0,0,0,1,0
1909_Corday-Michel_Les-revelees,1909,michel corday,les revelees,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1867_Pitray-Olga-de-Segur_Les-enfants-des-Tuileries,1867,olga de segur pitray,les enfants des tuileries,female,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
2001_Echenoz-Jean_Jerome-Lindon,2001,jean echenoz,jerome lindon,male,mémoires et autobiographie,non_canon,canon,0,0,0,0,0,0,0,0
1839_Karr-Alphonse_Clotilde,1839,alphonse karr,clotilde,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1886_Boisgobey-Fortune-du_La-Bande-rouge_Tome-II,1886,fortune du boisgobey,la bande rouge,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
2020_Melois-Clementine_Dehors-la-tempete,2020,clementine melois,dehors la tempete,female,mémoires et autobiographie,non_canon,non_canon,0,0,0,0,0,0,0,0
1959_San-Antonio_San-Antonio-met-le-paquet,1959,antonio san,san antonio met le paquet,male,érotisme,non_canon,non_canon,0,0,0,0,0,0,0,0
1838_Dupin-Antoinette_Comment-tout-finit_Tome-1,1838,antoinette dupin,comment tout finit,female,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
2000_Grange-Jean-Christophe_Le-concile-de-pierre,2000,jean christophe grange,le concile de pierre,male,fantastique,non_canon,non_canon,0,0,0,0,0,0,0,0
1845_Sue-Eugene_Paula-Monti-ou-L-Hotel-Lambert_Tome-I,1845,eugene sue,paula monti ou l hotel lambert,male,,non_canon,canon,0,0,0,0,0,0,0,0
1948_Simenon-Georges_Les-vacances-de-Maigret,1948,georges simenon,les vacances de maigret,male,policier,non_canon,canon,0,0,1,0,0,0,1,0
1954_San-Antonio_Passez-moi-la-Joconde,1954,antonio san,passez moi la joconde,male,érotisme,non_canon,non_canon,0,0,0,0,0,0,0,0
1885_Amero-Constant_Le-tour-de-France-d-un-petit-Parisien,1885,constant amero,le tour de france d un petit parisien,male,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
1845_Merimee-Prosper_Carmen,1845,prosper merimee,carmen,male,nouvelles,non_canon,canon,0,0,1,0,0,0,1,0
1873_Daudet-Alphonse_Wood-stown,1873,alphonse daudet,wood stown,male,fantastique,non_canon,canon,0,0,1,0,0,0,1,0
1993_Germain-Sylvie_Immensites,1993,sylvie germain,immensites,female,,non_canon,canon,0,0,0,0,0,0,0,0
1889_Lemonnier-Camille_Ceux-de-la-glebe,1889,camille lemonnier,ceux de la glebe,male,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
1873_Daudet-Alphonse_Salvette-et-Bernadou,1873,alphonse daudet,salvette et bernadou,male,nouvelles,non_canon,canon,0,0,1,0,0,0,1,0
1962_Simenon-Georges_Maigret-et-le-client-du-samedi,1962,georges simenon,maigret et le client du samedi,male,policier,non_canon,canon,0,0,1,0,0,0,1,0
2013_Begaudeau-François_Deux-singes-ou-ma-vie-politique,2013,françois begaudeau,deux singes ou ma vie politique,male,mémoires et autobiographie,non_canon,non_canon,0,0,0,0,0,0,0,0
1956_Malet-Leo_Corrida-aux-Champs-Elysees,1956,leo malet,corrida aux champs elysees,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1898_Dondel-Du-Faouedic-Noemie_Voyages-loin-de-ma-chambre_tome-1,1898,du faouedic noemie dondel,voyages loin de ma chambre,female,mémoires et autobiographie,non_canon,non_canon,0,0,0,0,0,0,0,0
2011_Vargas-Fred_L-Armee-furieuse,2011,fred vargas,l armee furieuse,female,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1881_Loti-Pierre_Le-roman-d-un-spahi,1881,pierre loti,le roman d un spahi,male,,non_canon,canon,0,0,1,0,0,0,0,0
1877_Zola-Emile_L-assommoir,1877,emile zola,l assommoir,male,cycles et séries,canon,canon,1,1,1,0,0,0,1,0
1977_A-D-G._Juste-un-rigolo,1977,d g. a,juste un rigolo,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1890_Zola-Emile_La-bete-humaine,1890,emile zola,la bete humaine,male,cycles et séries,canon,canon,1,0,1,0,0,1,1,0
1969_Marceau-Felicien_Creezy,1969,felicien marceau,creezy,male,,canon,non_canon,0,0,0,0,1,0,0,0
2007_Forest-Philippe_Le-nouvel-amour,2007,philippe forest,le nouvel amour,male,mémoires et autobiographie,non_canon,canon,0,0,0,0,0,0,0,0
1829_Giberton-Theodore_La-fille-du-vieux-chanteur,1829,theodore giberton,la fille du vieux chanteur,male,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1843_Balzac-Honore-de_Histoire-des-Treize-et-La-Duchesse-de-Langeais,1843,honore de balzac,histoire des treize et la duchesse de langeais,male,cycles et séries,non_canon,canon,0,0,1,0,0,0,1,0
1868_Ponson-du-Terrail-Pierre_Rocambole-Les-Miseres-de-Londre_Tome-II-L-Enfant-perdu,1868,du terrail pierre ponson,rocambole les miseres de londre,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1876_Erckmann-Chatrian_Maitre-Gaspard-Fix-suivi-de-L-education-d-un-feodal,1876,chatrian erckmann,maitre gaspard fix suivi de l education d un feodal,male,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
1969_Modiano-Patrick_La-Ronde-De-Nuit,1969,patrick modiano,la ronde de nuit,male,roman historique,non_canon,canon,0,0,0,0,0,0,0,0
1868_Chevalier-H-Emile_Jacques-Cartier,1868,h emile chevalier,jacques cartier,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1868_Turpin-de-Sansay-Louis-Adolphe_Le-Veilleur-des-morts,1868,de sansay louis adolphe turpin,le veilleur des morts,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1911_Gautier-Judith_En-chine-Merveilleuses-histoires,1911,judith gautier,en chine merveilleuses histoires,female,récit de voyage,non_canon,non_canon,0,0,0,0,0,0,0,0
1966_San-Antonio_Mange-et-tais-toi,1966,antonio san,mange et tais toi,male,érotisme,non_canon,non_canon,0,0,0,0,0,0,0,0
1858_Sand-George_Les-beaux-messieurs-de-Bois-Dore_1,1858,george sand,les beaux messieurs de bois dore,female,roman d'aventures,non_canon,canon,0,0,1,0,0,0,1,0
1896_Loti-Pierre_Ramuntcho,1896,pierre loti,ramuntcho,male,roman d'aventures,non_canon,canon,0,0,1,0,0,0,0,0
1884_Houssaye-Arsene_Les-douze-nouvelles,1884,arsene houssaye,les douze nouvelles,male,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
1939_Leiris-Michel_L-Age-d-homme,1939,michel leiris,l age d homme,male,mémoires et autobiographie,canon,canon,0,0,0,1,0,0,1,0
2013_Viel-Tanguy_La-Disparition-de-Jim-Sullivan,2013,tanguy viel,la disparition de jim sullivan,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1868_Ponson-du-Terrail-Pierre_Rocambole-Les-Miseres-de-Londre_Tome-IV-Les-Tribulations-de-Shoking,1868,du terrail pierre ponson,rocambole les miseres de londre,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1930_Leblanc-Maurice_Le-Cabochon-d-emeraude,1930,maurice leblanc,le cabochon d emeraude,male,policier,non_canon,non_canon,0,0,0,0,0,0,0,0
1870_Zola-Emile_La-fortune-des-Rougon,1870,emile zola,la fortune des rougon,male,cycles et séries,canon,canon,1,0,1,1,0,0,1,0
1817_Barthelemy-Hadot-Marie-Adelaide_Les-venitiens-ou-Le-capitaine-français_(Tome-1),1817,hadot marie adelaide barthelemy,les venitiens ou le capitaine français,female,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1877_Fleuriot-Zenaide_Un-enfant-gate,1877,zenaide fleuriot,un enfant gate,female,littérature jeunesse,non_canon,non_canon,0,0,0,0,0,0,0,0
1883_Lesueur-Daniel_L-amant-de-Genevieve,1883,daniel lesueur,l amant de genevieve,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1872_Daudet-Alphonse_Le-Bon-Dieu-de-Chemille-qui-n-est-ni-pour-ni-contre,1872,alphonse daudet,le bon dieu de chemille qui n est ni pour ni contre,male,nouvelles,non_canon,canon,0,0,1,0,0,0,1,0
1867_Ponson-du-Terrail-Pierre-Alexis-de_L-heritage-de-Corinne-La-Mule-de-satin,1867,du terrail pierre alexis de ponson,l heritage de corinne la mule de satin,male,nouvelles,non_canon,non_canon,0,0,0,0,0,0,0,0
1912_Loti-Pierre_Un-pelerin-d-Angkor,1912,pierre loti,un pelerin d angkor,male,récit de voyage,non_canon,canon,0,0,1,0,0,0,0,0
1887_Loti-Pierre_Madame-Chrysantheme,1887,pierre loti,madame chrysantheme,male,,canon,canon,0,0,1,0,0,1,0,0
1836_Merimee-Prosper_La-Venus-d-Ille,1836,prosper merimee,la venus d ille,male,nouvelles,non_canon,canon,0,0,1,0,0,0,1,0
1902_Gastyne-Jules-de_Le-lys-noir,1902,jules de gastyne,le lys noir,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1931_Simenon-Georges_Un-crime-en-Hollande,1931,georges simenon,un crime en hollande,male,policier,non_canon,canon,0,0,1,0,0,0,1,0
1853_Karr-Alphonse_Les-Femmes,1853,alphonse karr,les femmes,male,non-fiction,non_canon,non_canon,0,0,0,0,0,0,0,0
1990_Laurent-Jacques_Le-miroir-aux-tiroirs,1990,jacques laurent,le miroir aux tiroirs,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1890_Guy-de-Maupassant_L-Inutile-beaute,1890,de maupassant guy,l inutile beaute,male,nouvelles,non_canon,canon,0,0,0,0,0,0,0,0
1927_Kessel-Joseph_Les-coeurs-purs,1927,joseph kessel,les coeurs purs,male,nouvelles,non_canon,canon,0,0,0,0,0,0,0,0
1843_Balzac-Honore-de_L-Illustre-Gaudissart,1843,honore de balzac,l illustre gaudissart,male,cycles et séries,non_canon,canon,0,0,1,0,0,0,1,0
1884_Racot-Adolphe-Pradel-Georges_Le-Diamant-rouge,1884,adolphe pradel georges racot,le diamant rouge,male,roman d'aventures,non_canon,non_canon,0,0,0,0,0,0,0,0
1918_Laberge-Albert_La-Scouine,1918,albert laberge,la scouine,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1884_Guy-de-Maupassant_Clair-de-lune,1884,de maupassant guy,clair de lune,male,nouvelles,non_canon,canon,0,0,0,0,0,0,0,0
1990_Tournier-Michel_Sept-contes,1990,michel tournier,sept contes,male,littérature jeunesse,non_canon,canon,0,0,0,0,0,0,1,0
1913_Bordeaux-Henry_La-Maison,1913,henry bordeaux,la maison,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1840_Sand-George_Pauline,1840,george sand,pauline,female,,canon,canon,1,0,1,0,0,0,1,0
1865_Ponson-du-Terrail-Pierre-Alexis-de_Les-Nuits-du-quartier-Breda-Juliette,1865,du terrail pierre alexis de ponson,les nuits du quartier breda juliette,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1872_Witt-Henriette-de_Scenes-historiques,1872,henriette de witt,scenes historiques,female,roman historique,non_canon,non_canon,0,0,0,0,0,0,0,0
1907_Segalen-Victor_Les-Immemoriaux,1907,victor segalen,les immemoriaux,male,,non_canon,canon,0,0,0,0,0,0,0,0
1856_Feval-Paul_Madame-Gil-Blas-souvenirs-et-aventures-d-une-femme-de-notre-temps_(Volume-1),1856,paul feval,madame gil blas souvenirs et aventures d une femme de notre temps,male,cycles et séries,non_canon,non_canon,0,0,0,0,0,0,0,0
1885_Barbey-d-Aurevilly-Jules_Une-page-d-histoire,1885,d aurevilly jules barbey,une page d histoire,male,nouvelles,non_canon,canon,0,0,0,0,0,0,0,0
1885_Guy-de-Maupassant_Bel-ami,1885,de maupassant guy,bel ami,male,,canon,canon,1,1,0,0,0,1,0,0
1852_Lamartine-Alphonse-de_Graziella,1852,alphonse de lamartine,graziella,male,,non_canon,canon,0,0,1,0,0,0,1,0
1908_Rolland-Romain_Jean-Christophe_Tome-VI-Antoinette,1908,romain rolland,jean christophe,male,cycles et séries,canon,canon,0,0,1,0,1,0,0,0
1934_Veuzit-Max-du_Un-mari-de-premier-choix,1934,max du veuzit,un mari de premier choix,female,roman sentimental,non_canon,non_canon,0,0,0,0,0,0,0,0
1881_Daudet-Alphonse_Numa-Roumestan,1881,alphonse daudet,numa roumestan,male,,non_canon,canon,0,0,1,0,0,0,1,0
2009_Quignard-Pascal_La-barque-silencieuse,2009,pascal quignard,la barque silencieuse,male,fragments,non_canon,canon,0,0,0,0,0,0,0,0
1883_Monnier-Marc_Un-detraque,1883,marc monnier,un detraque,male,,non_canon,non_canon,0,0,0,0,0,0,0,0
1864_Bastide-Jenny_Le-monstre,1864,jenny bastide,le monstre,female,,non_canon,non_canon,0,0,0,0,0,0,0,0
1861_Goncourt-Edmond-de-Goncourt-Jules-de_Sœur-Philomene,1861,edmond de goncourt jules de goncourt,sœur philomene,male,,non_canon,canon,0,0,0,0,0,0,0,0
1872_Dumas-Alexandre_La-fille-du-marquis_II,1872,alexandre dumas,la fille du marquis,male,roman d'aventures,non_canon,canon,0,0,0,0,0,0,1,0
